,,,cell_1,cell_2,cell_3,cell_4,cell_5,cell_6,cell_7,cell_8,cell_9,cell_10,cell_11,cell_12,cell_13,cell_14,cell_15,cell_16,é¸àÕâ∑ìx,ìdírç∂ëO,ìdírâEëO,ìdírç∂å„,ëÊ021ì¸óÕ,ëÊÇOÇQÇQì¸óÕ,ëÊÇOÇQÇRì¸óÕ,ëÊÇOÇQÇSì¸óÕ,ëÊÇOÇQÇTì¸óÕ,ëÊÇOÇQÇUì¸óÕ,ëÊÇOÇQÇVì¸óÕ,ëÊÇOÇQÇWì¸óÕ,ëÊÇOÇQÇXì¸óÕ,ëÊÇOÇRÇOì¸óÕ,ëÊÇOÇRÇPì¸óÕ,ëÊÇOÇRÇQì¸óÕ,ëÊÇOÇRÇRì¸óÕ,ëÊÇOÇRÇSì¸óÕ,ëÊÇOÇRÇTì¸óÕ,ëÊÇOÇRÇUì¸óÕ,ëÊÇOÇRÇVì¸óÕ,ëÊÇOÇRÇWì¸óÕ,ëÊÇOÇRÇXì¸óÕ,ëÊÇOÇSÇOì¸óÕ,ëÊÇOÇSÇPì¸óÕ,ëÊÇOÇSÇQì¸óÕ,ëÊÇOÇSÇRì¸óÕ,ëÊÇOÇSÇSì¸óÕ,ëÊÇOÇSÇTì¸óÕ,ëÊÇOÇSÇUì¸óÕ,ëÊÇOÇSÇVì¸óÕ,ëÊÇOÇSÇWì¸óÕ,ëÊÇOÇSÇXì¸óÕ,ëÊÇOÇTÇOì¸óÕ,ëÊÇOÇTÇPì¸óÕ,ëÊÇOÇTÇQì¸óÕ,ëÊÇOÇTÇRì¸óÕ,ëÊÇOÇTÇSì¸óÕ,ëÊÇOÇTÇTì¸óÕ,ëÊÇOÇTÇUì¸óÕ,ëÊÇOÇTÇVì¸óÕ,ëÊÇOÇTÇWì¸óÕ,ëÊÇOÇTÇXì¸óÕ,ëÊÇOÇUÇOì¸óÕ,ëÊÇOÇUÇPì¸óÕ,ëÊÇOÇUÇQì¸óÕ,ëÊÇOÇUÇRì¸óÕ,ëÊÇOÇUÇSì¸óÕ,ëÊÇOÇUÇTì¸óÕ,ëÊÇOÇUÇUì¸óÕ,ëÊÇOÇUÇVì¸óÕ,ëÊÇOÇUÇWì¸óÕ,ëÊÇOÇUÇXì¸óÕ,ëÊÇOÇVÇOì¸óÕ,ëÊÇOÇVÇPì¸óÕ,ëÊÇOÇVÇQì¸óÕ,ëÊÇOÇVÇRì¸óÕ,ëÊÇOÇVÇSì¸óÕ,ëÊÇOÇVÇTì¸óÕ,ëÊÇOÇVÇUì¸óÕ,ëÊÇOÇVÇVì¸óÕ,ëÊÇOÇVÇWì¸óÕ,ëÊÇOÇVÇXì¸óÕ,ëÊÇOÇWÇOì¸óÕ,ëÊÇOÇWÇPì¸óÕ,ëÊÇOÇWÇQì¸óÕ,ëÊÇOÇWÇRì¸óÕ,ëÊÇOÇWÇSì¸óÕ,ëÊÇOÇWÇTì¸óÕ,ëÊÇOÇWÇUì¸óÕ,ëÊÇOÇWÇVì¸óÕ,ëÊÇOÇWÇWì¸óÕ,ëÊÇOÇWÇXì¸óÕ,ëÊÇOÇXÇOì¸óÕ,ëÊÇOÇXÇPì¸óÕ,ëÊÇOÇXÇQì¸óÕ,ëÊÇOÇXÇRì¸óÕ,ëÊÇOÇXÇSì¸óÕ,ëÊÇOÇXÇTì¸óÕ,ëÊÇOÇXÇUì¸óÕ,ëÊÇOÇXÇVì¸óÕ,ëÊÇOÇXÇWì¸óÕ,ëÊÇOÇXÇXì¸óÕ,ëÊÇPÇOÇOì¸óÕ,ëÊÇPÇOÇPì¸óÕ,ëÊÇPÇOÇQì¸óÕ,ëÊÇPÇOÇRì¸óÕ,ëÊÇPÇOÇSì¸óÕ,ëÊÇPÇOÇTì¸óÕ,ëÊÇPÇOÇUì¸óÕ,ëÊÇPÇOÇVì¸óÕ,ëÊÇPÇOÇWì¸óÕ,ëÊÇPÇOÇXì¸óÕ,ëÊÇPÇPÇOì¸óÕ,ëÊÇPÇPÇPì¸óÕ,ëÊÇPÇPÇQì¸óÕ,ëÊÇPÇPÇRì¸óÕ,ëÊÇPÇPÇSì¸óÕ,ëÊÇPÇPÇTì¸óÕ,ëÊÇPÇPÇUì¸óÕ,ëÊÇPÇPÇVì¸óÕ,ëÊÇPÇPÇWì¸óÕ,ëÊÇPÇPÇXì¸óÕ,ëÊÇPÇQÇOì¸óÕ,ëÊÇPÇQÇPì¸óÕ,ëÊÇPÇQÇQì¸óÕ,ëÊÇPÇQÇRì¸óÕ,ëÊÇPÇQÇSì¸óÕ,ëÊÇPÇQÇTì¸óÕ,ëÊÇPÇQÇUì¸óÕ,ëÊÇPÇQÇVì¸óÕ,ëÊÇPÇQÇWì¸óÕ
2023/11/20,09:30:09,0,    3.3601,    3.3599,    3.3601,    3.3607,    3.3603,    3.3594,    3.3607,    3.3686,    3.3616,    3.3615,    3.3608,    3.3675,    3.3633,    3.3624,    3.3629,    3.3622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,09:30:09,5,    3.3603,    3.3595,    3.3601,    3.3607,    3.3601,    3.3594,    3.3605,    3.3686,    3.3618,    3.3608,    3.3608,    3.3675,    3.3626,    3.3624,    3.3629,    3.3622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,09:30:10,0,    3.3601,    3.3597,    3.3603,    3.3600,    3.3603,    3.3594,    3.3605,    3.3686,    3.3618,    3.3608,    3.3608,    3.3677,    3.3627,    3.3620,    3.3624,    3.3622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,09:30:10,5,    3.3598,    3.3590,    3.3598,    3.3603,    3.3601,    3.3596,    3.3602,    3.3686,    3.3619,    3.3613,    3.3606,    3.3680,    3.3627,    3.3620,    3.3624,    3.3618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,09:30:11,0,    3.3594,    3.3590,    3.3598,    3.3603,    3.3601,    3.3596,    3.3602,    3.3686,    3.3611,    3.3606,    3.3610,    3.3670,    3.3626,    3.3620,    3.3622,    3.3616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,09:30:11,5,    3.3594,    3.3594,    3.3601,    3.3600,    3.3599,    3.3593,    3.3605,    3.3688,    3.3604,    3.3606,    3.3610,    3.3670,    3.3617,    3.3617,    3.3620,    3.3618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,09:30:12,0,    3.3601,    3.3592,    3.3598,    3.3598,    3.3599,    3.3591,    3.3607,    3.3685,    3.3609,    3.3606,    3.3605,    3.3671,    3.3620,    3.3617,    3.3620,    3.3618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,09:30:12,5,    3.3598,    3.3588,    3.3600,    3.3600,    3.3601,    3.3591,    3.3607,    3.3685,    3.3609,    3.3606,    3.3605,    3.3673,    3.3620,    3.3618,    3.3620,    3.3615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,09:30:13,0,    3.3598,    3.3588,    3.3600,    3.3600,    3.3601,    3.3591,    3.3607,    3.3685,    3.3609,    3.3606,    3.3605,    3.3673,    3.3620,    3.3618,    3.3620,    3.3615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,09:30:13,5,    3.3591,    3.3587,    3.3589,    3.3600,    3.3596,    3.3582,    3.3596,    3.3683,    3.3607,    3.3601,    3.3601,    3.3671,    3.3622,    3.3613,    3.3618,    3.3615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,09:30:14,0,    3.1922,    3.3587,    3.3594,    3.3594,    3.3597,    3.3589,    3.3452,    3.3054,    3.2710,    3.2409,    3.2292,    3.2097,    3.3559,    3.3145,    3.2869,    3.2682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,09:30:14,5,    3.1922,    3.2048,    3.1863,    3.1718,    3.1997,    3.1897,    3.2001,    3.1953,    3.2710,    3.2409,    3.2292,    3.2097,    3.2055,    3.1800,    3.1943,    3.2044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,09:30:15,0,    3.2089,    3.2254,    3.1863,    3.1718,    3.1997,    3.1897,    3.2001,    3.1953,    3.2017,    3.1936,    3.2091,    3.2120,    3.2055,    3.1800,    3.1943,    3.2044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,09:30:15,5,    3.2011,    3.2172,    3.2036,    3.1961,    3.2171,    3.2026,    3.2036,    3.2024,    3.1958,    3.1851,    3.2051,    3.2106,    3.2055,    3.1800,    3.1943,    3.2044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,09:30:16,0,    3.1941,    3.2097,    3.1952,    3.1875,    3.2171,    3.2026,    3.2036,    3.2024,    3.1958,    3.1851,    3.1974,    3.2062,    3.2094,    3.1835,    3.1904,    3.1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,09:30:16,5,    3.1941,    3.2097,    3.1952,    3.1875,    3.2094,    3.1937,    3.1933,    3.1933,    3.1825,    3.1696,    3.1813,    3.1898,    3.1996,    3.1716,    3.1778,    3.1837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,09:30:17,0,    3.1711,    3.1874,    3.1694,    3.1583,    3.1821,    3.1630,    3.1615,    3.1584,    3.1486,    3.1338,    3.1471,    3.1563,    3.1703,    3.1358,    3.1434,    3.1504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,09:30:17,5,    3.1386,    3.1592,    3.1403,    3.1302,    3.1590,    3.1391,    3.1400,    3.1584,    3.1486,    3.1338,    3.1471,    3.1563,    3.1476,    3.1120,    3.1220,    3.1315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,09:30:18,0,    3.1208,    3.1407,    3.1181,    3.1032,    3.1326,    3.1054,    3.1044,    3.0957,    3.0839,    3.1150,    3.1305,    3.1400,    3.1476,    3.1120,    3.1220,    3.1315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,09:30:18,5,    3.1208,    3.1407,    3.1181,    3.1032,    3.1326,    3.1054,    3.1044,    3.0957,    3.0839,    3.1150,    3.1305,    3.1400,    3.1145,    3.0702,    3.0798,    3.0875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,09:30:19,0,    3.1208,    3.1407,    3.1181,    3.1032,    3.1326,    3.1054,    3.1044,    3.0957,    3.0839,    3.1150,    3.1305,    3.1400,    3.1145,    3.0702,    3.0798,    3.0875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,09:30:19,5,    3.1208,    3.1407,    3.1181,    3.1032,    3.1326,    3.1054,    3.1044,    3.0957,    3.0839,    3.1150,    3.1305,    3.1400,    3.1145,    3.0702,    3.0798,    3.0875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,09:30:20,0,    3.0497,    3.0754,    3.0500,    3.0372,    3.0752,    3.0472,    3.0512,    3.0427,    3.0325,    3.0165,    3.0374,    3.0683,    3.1145,    3.0702,    3.0798,    3.0875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,09:30:20,5,    3.0303,    3.0583,    3.0315,    3.0169,    3.0562,    3.0472,    3.0512,    3.0427,    3.0325,    3.0165,    3.0374,    3.0468,    3.0374,    2.9842,    2.9993,    3.0388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,09:30:21,0,    3.0010,    3.0328,    3.0047,    2.9902,    3.0327,    2.9988,    3.0049,    3.0154,    3.0048,    2.9874,    3.0084,    3.0161,    3.0374,    2.9842,    2.9993,    3.0116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,09:30:21,5,    2.9803,    3.0328,    3.0047,    2.9902,    3.0327,    2.9988,    3.0049,    2.9897,    2.9786,    2.9604,    2.9836,    2.9915,    3.0141,    2.9573,    2.9737,    2.9860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,09:30:22,0,    2.9750,    3.0096,    2.9816,    2.9733,    3.0180,    2.9841,    2.9918,    2.9764,    2.9678,    2.9510,    2.9759,    2.9841,    3.0001,    2.9426,    2.9617,    2.9760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,09:30:22,5,    2.9750,    3.0096,    2.9816,    2.9688,    3.0133,    2.9779,    2.9845,    2.9661,    2.9561,    2.9379,    2.9606,    2.9841,    2.9932,    2.9338,    2.9514,    2.9643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,09:30:23,0,    2.9518,    2.9863,    2.9561,    2.9405,    2.9869,    2.9478,    2.9543,    2.9317,    2.9180,    2.9009,    2.9255,    2.9300,    2.9643,    2.8997,    2.9177,    2.9292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,09:30:23,5,    2.9203,    2.9598,    2.9281,    2.9132,    2.9635,    2.9246,    2.9356,    2.9121,    2.9180,    2.9009,    2.9255,    2.9300,    2.9643,    2.8997,    2.9177,    2.9292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/11/20,09:30:24,0,    2.9072,    2.9455,    2.9281,    2.9132,    2.9635,    2.9246,    2.9356,    2.9121,    2.9020,    2.8875,    2.9150,    2.9197,    2.9429,    2.8789,    2.8998,    2.9148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
